$ ruby-prof 03-prototype/main.rb
Thread ID: 70353863173220
Fiber ID: 70353897479280
Total: 65.707178
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        1   String#=~
  0.00      0.000     0.000     0.000     0.000        1   Gem::Dependency#matches_spec?
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Requirement>#default
  0.00      0.000     0.000     0.000     0.000        6   Exception#to_s
  0.00      0.000     0.000     0.000     0.000        1   Hash#merge
  0.00      0.000     0.000     0.000     0.000        3   String#end_with?
  0.00      0.000     0.000     0.000     0.000        2   Gem::Requirement#to_s
  0.00      0.000     0.000     0.000     0.000        3   Array#compact!
  0.00      0.000     0.000     0.000     0.000        1   Regexp#=~
  0.00      0.000     0.000     0.000     0.000        1   Module#undef_method
  0.00      0.000     0.000     0.000     0.000        1   <Module::Gem>#remove_unresolved_default_spec
  0.00      0.000     0.000     0.000     0.000        2   Exception2MessageMapper#def_e2message
  0.00      0.000     0.000     0.000     0.000        3   Module#protected
  0.00      0.052     0.000     0.000     0.052        1   <Module::Gosu::TexturePacker>#load_json
  0.00      0.000     0.000     0.000     0.000        2   Array#compact
  0.00      0.000     0.000     0.000     0.000        1   Kernel#at_exit
  0.00      0.000     0.000     0.000     0.000        1   Module#method_defined?
  0.00      0.000     0.000     0.000     0.000        3   Array#uniq!
  0.00      0.000     0.000     0.000     0.000        1   NilClass#to_i
  0.00      0.000     0.000     0.000     0.000        1   Gem::Specification#satisfies_requirement?
  0.00      0.000     0.000     0.000     0.000        1   Kernel#method
  0.00      0.000     0.000     0.000     0.000        4   String#include?
  0.00      0.000     0.000     0.000     0.000        3   String#start_with?
  0.00      0.000     0.000     0.000     0.000        8   Module#extended
  0.00      0.000     0.000     0.000     0.000        1   String#encoding
  0.00      0.000     0.000     0.000     0.000        1   GameState#enter
  0.00      0.000     0.000     0.000     0.000        2   Module#public
  0.00      0.000     0.000     0.000     0.000        2   String#<=>
  0.00      0.000     0.000     0.000     0.000        2   Array#join
  0.00      0.000     0.000     0.000     0.000        1   Mutex#initialize
  0.00      0.000     0.000     0.000     0.000        2   Array#sort
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#singleton_method_undefined
  0.00      0.000     0.000     0.000     0.000        1   Kernel#Array
  0.00      0.000     0.000     0.000     0.000        1   Kernel#instance_of?
  0.00      0.000     0.000     0.000     0.000        6   Kernel#nil?
  0.00      0.000     0.000     0.000     0.000        1   Array#==
  0.00      0.000     0.000     0.000     0.000        1   Method#arity
  0.00      0.000     0.000     0.000     0.000        1   String#to_s

* indicates recursively called methods
