➜  code git:(master) ✗ ruby-prof 03-prototype/main.rb
Thread ID: 70243058050160
Fiber ID: 70243076316280
Total: 53.566405
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        1   Hash#initialize_copy
  0.00      0.000     0.000     0.000     0.000        1   Magick::ImageList#first
  0.00      0.000     0.000     0.000     0.000        2   Magick::ImageList#length
  0.00      0.000     0.000     0.000     0.000        2   <Module::Exception2MessageMapper>#def_e2message
  0.00      0.000     0.000     0.000     0.000        1   Kernel#instance_of?
  0.00      0.000     0.000     0.000     0.000        2   Array#join
  0.00      0.000     0.000     0.000     0.000        1   Kernel#at_exit
  0.00      0.000     0.000     0.000     0.000        1   <Module::Singleton>#__init__
  0.00      0.000     0.000     0.000     0.000        4   Module#<
  0.00      0.000     0.000     0.000     0.000        1   Array#==
  0.00      0.000     0.000     0.000     0.000        2   String#<=>
  0.00      0.000     0.000     0.000     0.000        2   <Object::Object>#[]
  0.00      0.000     0.000     0.000     0.000        1   Module#undef_method
  0.00      0.000     0.000     0.000     0.000        1   Array#map!
  0.00      0.000     0.000     0.000     0.000        3   Magick::ClassType#initialize
  0.00      0.000     0.000     0.000     0.000        1   Kernel#method
  0.00      0.000     0.000     0.000     0.000        3   Array#uniq!
  0.00      0.000     0.000     0.000     0.000        1   Module#method_defined?
  0.00      0.000     0.000     0.000     0.000        3   Exception#exception
  0.00      0.000     0.000     0.000     0.000        1   <Class::Gem::Requirement>#default
  0.00      0.000     0.000     0.000     0.000        1   Kernel#lambda
  0.00      0.000     0.000     0.000     0.000        3   Kernel#proc
  0.00      0.000     0.000     0.000     0.000        2   Array#compact
  0.00      0.000     0.000     0.000     0.000        1   Gosu::TexturePacker::Tileset#meta
  0.00      0.000     0.000     0.000     0.000        2   Module#public
  0.00      0.000     0.000     0.000     0.000        3   Module#protected
  0.00      0.028     0.000     0.000     0.028        1   <Class::Gosu::TexturePacker::Tileset>#load_json
  0.00      0.000     0.000     0.000     0.000        1   GameState#enter
  0.00      0.000     0.000     0.000     0.000        1   NilClass#nil?
  0.00      0.000     0.000     0.000     0.000        2   Array#sort
  0.00      0.000     0.000     0.000     0.000        1   Kernel#Array
  0.00      0.000     0.000     0.000     0.000        1   String#encoding
  0.00      0.000     0.000     0.000     0.000        1   String#to_s
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#singleton_method_undefined
  0.00      0.000     0.000     0.000     0.000        1   NilClass#to_i
  0.00      0.000     0.000     0.000     0.000        1   Method#arity
  0.00      0.000     0.000     0.000     0.000        1   Mutex#initialize

* indicates recursively called methods
